rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
434,HD 11964,c,HD 11964 c,Radial Velocity,0,2,37.91,0.229,0.3,,0.0788,Msini,,,0,0,0,1,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.57,33.57,6.42,V (Johnson),6.204,5349,1.12,,1/31/19,0,1,0,0,0,0,6.82E+00,2454370,102,4.65,,,,0.0788,,25,25,,,,,,,,,,,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,2008,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,34,29,http://exoplanet.eu/catalog/hd_11964_c/,http://exoplanets.org/detail/HD_11964_c,2009-03,HD 11964 A,HIP 9094,1.95266838,168.577683,-67.090456,23.376195,-20.771645,29.79,29.79,-367,-242.4,439.8,-367,-242.4,439.8,-9.4,4.8,G8 IV,4.03,,,0.122,[Fe/H],,2.74,0.138,-5.16,,,3,0,1,2,0,3,6,,6.42,7.23,5.96,5.555,5.023,4.637,4.491,4.473,4.23,4.529,4.477,,,,,,,,4.00E+00,3.28E+00,1.18E+00,-9.16E-01,25,,0.82,0.855,0.45,0.386,0.146,0.532,0.509,0.262,0.437,14
435,HD 11977,b,HD 11977 b,Radial Velocity,0,1,711,1.93,0.4,,6.54,Msini,,,0,0,0,0,01h54m56.13s,28.733881,-67d38m50.3s,-67.647301,68.05,68.05,4.69,V (Johnson),4.371,4970,1.91,10.09,1/31/19,0,1,0,0,0,0,2.84E+01,2451420,351.5,105,,,,6.54,,2080,2080,,,,,,,,,,,<a refstr=SETIAWAN_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...437L..31S/abstract target=ref> Setiawan et al. 2005 </a>,2005,<a refstr=SETIAWAN_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...437L..31S/abstract target=ref> Setiawan et al. 2005 </a>,Ground,La Silla Observatory,Multiple Telescopes,FEROS Spectrograph,3,0,38,21,http://exoplanet.eu/catalog/hd_11977_b/,http://exoplanets.org/detail/HD_11977_b,2005-07,HD 11977,HIP 8928,1.91559207,293.925449,-48.355358,329.028741,-67.11219,14.69,14.69,75.7,73.6,105.6,75.7,73.6,105.6,-18.01,4.8,G8 III/IV,2.9,,,-0.21,[Fe/H],1.2,2.4,,,,,1,0,1,0,0,3,0,6.28,4.69,5.64,5.181,3.732,3.162,2.695,2.59,0.883,0.965,2.496,2.416,,,,,,,,1.97E+00,2.03E+00,1.18E+00,-9.16E-01,23,0.64,0.931,0.953,0.496,0.467,0.105,0.572,,,,10
436,HD 120084,b,HD 120084 b,Radial Velocity,0,1,2082,4.3,0.66,,4.5,Msini,,,0,0,0,0,13h42m39.20s,205.663345,+78d03m52.0s,78.064438,103.35,103.35,5.899,V (Johnson),5.635,4892,2.39,9.12,5/14/14,0,1,0,0,0,0,4.16E+01,2450774,117,53,,,,4.5,,1430.2,1430.2,,,,,,,,,,,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASJ...65...85S/abstract target=ref> Sato et al. 2013 </a>,2013,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013PASJ...65...85S/abstract target=ref> Sato et al. 2013 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3,0,23,15,http://exoplanet.eu/catalog/hd_120084_b/,http://exoplanets.org/detail/HD_120084_b,2013-08,HD 120084,HIP 66903,13.71088969,119.563913,38.726981,121.265966,68.951115,9.68,9.68,-65.1,46.2,79.8,-65.1,46.2,79.8,-8.8,4.7,G7 III,2.71,1.64,,0.09,[Fe/H],,2.44,,,,,2,0,1,1,0,3,0,,5.899,6.917,,,4.091,3.599,3.572,3.634,3.36,3.622,3.58,,,,,,,,3.18E+00,3.24E+00,1.18E+00,-9.16E-01,17,,1.017,,,0.492,0.027,0.519,,,,5
437,HD 121504,b,HD 121504 b,Radial Velocity,0,1,63.33,0.33,0.03,,1.51,Msini,,,0,0,0,0,13h57m17.24s,209.321823,-56d02m24.2s,-56.040043,41.71,41.71,7.517,V (Johnson),7.39,6027,1.62,1.07,9/6/18,0,1,0,0,0,0,7.91E+00,,,55.8,,,,1.51,,479.9233,479.9233,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2003,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,3,0,42,23,http://exoplanet.eu/catalog/hd_121504_b/,http://exoplanets.org/detail/HD_121504_b,2004-02,HD 121504,HIP 68162,13.95478821,312.085268,5.657071,230.023169,-40.705344,23.98,23.98,-249.2,-84.8,263.2,-249.2,-84.8,263.2,19.3,4.2,G2 V,4.59,,,0.15,[Fe/H],,2.6,0.188,,,,2,0,1,1,0,3,1,,7.517,8.119,,,6.557,6.224,6.124,6.143,6.104,6.157,6.083,6.119,6.137,,6.136,6.14E+00,3.64E+00,,,,,,18,,0.602,,,0.333,0.1,0.433,0.38,0.192,0.355,11
438,HD 12484,b,HD 12484 b,Radial Velocity,0,1,58.83,0.297,0.07,,2.98,Msini,,,0,0,0,0,02h02m26.73s,30.611374,+02d48m57.1s,2.815859,51.1,48.4,8.17,V (Johnson),8.045,5920,1.01,,2/25/16,0,1,0,0,0,0,5.81E+00,2456699,-35,155,,,,2.98,,947.1334,947.1334,,,,,,BJD,,,,,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,2016,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,3,0,14,13,http://exoplanet.eu/catalog/hd_12484_b/,,,HD 12484,HIP 9519,2.04075826,155.461457,-55.50621,29.491467,-9.046501,19.61,20.66,36.4,-10.8,37.9,36.4,-10.8,37.9,4.96,3.8,F8,4.65,,,0.05,[Fe/H],,8.2,,,,,1,0,1,0,0,3,1,,8.17,8.828,,,7.074,6.782,6.706,6.646,6.65,6.694,6.544,,,,,,,,,,,,14,,0.66,,,0.292,0.076,0.368,,,,6
439,HD 125390,b,HD 125390 b,Radial Velocity,0,1,1756.2,3.16,0.591,,22.16,Msini,,,0,0,0,0,14h18m09.32s,214.538834,+38d58m01.1s,38.966976,154.33,154.33,8.206,V (Johnson),7.941,4850,1.36,6.47,11/7/19,0,1,0,0,0,0,2.05E+01,2455914,342.4,373,,,,22.16,,7043.1128,7043.1128,,0.111,,,,JD,,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2019,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,14,12,http://exoplanet.eu/catalog/hd_125390_b/,,2019-04,HD 125390,HIP 69888,14.30258891,71.647338,68.401043,193.544895,48.79237,6.48,6.48,-14.399,-15.998,21.524,-14.399,-15.998,21.524,-76.52,4.5,G5,3.13,,,,,,,,,,,1,0,1,0,0,0,1,,8.206,9.178,,,6.421,5.979,5.875,5.848,5.834,5.843,5.763,,,,,,,,,,,,13,,0.971,,,0.442,0.104,0.546,0.597,0.376,0.409,8
440,HD 125595,b,HD 125595 b,Radial Velocity,0,1,9.6737,0.08,0,,0.02,Msini,,,0,0,0,0,14h21m23.18s,215.346603,-40d23m38.2s,-40.393948,28.22,28.22,9.03,V (Johnson),8.655,4691,0.29,0.74,9/6/18,0,1,0,0,0,0,2.83E+00,,,4.8,,,,0.02,,6.3566,6.3566,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2009,<a refstr=SEGRANSAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...535A..54S/abstract target=ref> S&eacute;gransan et al. 2011 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,29,19,http://exoplanet.eu/catalog/hd_125595_b/,http://exoplanets.org/detail/HD_125595_b,2011-11,HD 125595,HIP 70170,14.35644023,320.911149,19.316652,226.821318,-24.790508,35.43,35.43,-561.6,-68.5,565.8,-561.6,-68.5,565.8,4.48,5.4,K4 V,4.17,,,0.08,[Fe/H],,1.5,,,,,1,0,1,0,0,3,0,,9.03,10.108,8.359,7.848,7.097,6.608,6.447,6.409,6.465,6.429,6.331,,,,,,,,,,,,20,,1.107,1.152,0.641,0.489,0.161,0.65,,,,10
441,HD 125612,b,HD 125612 b,Radial Velocity,0,3,557.04,1.372,0.4553,,3.1,Msini,,,0,0,0,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,57.72,57.72,8.31,V (Johnson),8.156,5841,1.11,1.05,9/27/18,0,1,0,0,0,0,2.38E+01,2463221.8,42,80.46,,,,3.1,,985.273,985.273,,,,,,JD,,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180901228M/abstract target=ref>Ment et al. 2018</a>,2007,<a refstr=FISCHER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...669.1336F/abstract target=ref> Fischer et al. 2007 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,58,20,http://exoplanet.eu/catalog/hd_125612_b/,http://exoplanets.org/detail/HD_125612_b,2007-11,HD 125612 A,HIP 70123,14.34819845,331.389895,40.395578,218.698859,-3.255242,17.33,17.33,-60.3,-67.4,90.4,-60.3,-67.4,90.4,-18.4,4.3,G3 V,,0.06,,0.22,[Fe/H],1.77,2.1,,,,,2,0,1,1,0,3,2,,8.31,8.93,,,7.179,6.95,6.838,6.809,6.82,6.835,6.817,,,,,,,,,,,,15,,0.628,,,0.229,0.112,0.341,0.403,0.208,0.387,13
442,HD 125612,c,HD 125612 c,Radial Velocity,0,3,4.15514,0.0524,0.049,,0.055,Msini,,,0,0,0,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,57.72,57.72,8.31,V (Johnson),8.156,5841,1.11,1.05,9/27/18,0,1,0,0,0,0,9.08E-01,2463057.6,123,6.46,,,,0.055,,17.48065,17.48065,,,,,,JD,,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180901228M/abstract target=ref>Ment et al. 2018</a>,2009,<a refstr=LO_CURTO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..48L/abstract target=ref> Lo Curto et al. 2010 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,45,20,http://exoplanet.eu/catalog/hd_125612_c/,http://exoplanets.org/detail/HD_125612_c,2010-03,HD 125612 A,HIP 70123,14.34819845,331.389895,40.395578,218.698859,-3.255242,17.33,17.33,-60.3,-67.4,90.4,-60.3,-67.4,90.4,-18.4,4.3,G3 V,,0.06,,0.22,[Fe/H],1.77,2.1,,,,,2,0,1,1,0,3,2,,8.31,8.93,,,7.179,6.95,6.838,6.809,6.82,6.835,6.817,,,,,,,,,,,,15,,0.628,,,0.229,0.112,0.341,0.403,0.208,0.387,13
443,HD 125612,d,HD 125612 d,Radial Velocity,0,3,2835,4.06,0.1172,,7.28,Msini,,,0,0,0,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,57.72,57.72,8.31,V (Johnson),8.156,5841,1.11,1.05,9/27/18,0,1,0,0,0,0,7.03E+01,2464508,313.2,98.37,,,,7.28,,2313.8024,2313.8024,,,,,,JD,,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180901228M/abstract target=ref>Ment et al. 2018</a>,2009,<a refstr=LO_CURTO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..48L/abstract target=ref> Lo Curto et al. 2010 </a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,45,20,http://exoplanet.eu/catalog/hd_125612_d/,,2010-03,HD 125612 A,HIP 70123,14.34819845,331.389895,40.395578,218.698859,-3.255242,17.33,17.33,-60.3,-67.4,90.4,-60.3,-67.4,90.4,-18.4,4.3,G3 V,,0.06,,0.22,[Fe/H],1.77,2.1,,,,,2,0,1,1,0,3,2,,8.31,8.93,,,7.179,6.95,6.838,6.809,6.82,6.835,6.817,,,,,,,,,,,,15,,0.628,,,0.229,0.112,0.341,0.403,0.208,0.387,13
444,HD 12648,b,HD 12648 b,Radial Velocity,0,1,133.60001,0.54,0.04,,1.96,Msini,,,0,0,0,0,02h18m59.68s,34.748653,+85d44m10.1s,85.736153,183.15,183.15,6.98,V (Johnson),6.718,4835,0.67,11.02,9/6/18,0,1,0,0,0,0,2.95E+00,,,102,,,,1.96,,622.9468,622.9468,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2015,<a refstr=LEE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..79L/abstract target=ref>Lee et al. 2015</a>,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,3,0,26,13,http://exoplanet.eu/catalog/hd_12648_b/,,,HD 12648,HIP 10800,2.31657689,124.65957,23.161463,82.01593,63.907594,5.46,5.46,-9.7,86.8,87.3,-9.7,86.8,87.3,-12.3,4.5,G5,2.18,,,-0.57,[Fe/H],,4.8,,,,,1,0,1,0,0,3,0,,6.98,7.897,,,5.302,4.82,4.743,,,,,,,,,,,,4.25E+00,3.58E+00,1.18E+00,-9.16E-01,14,,0.904,,,0.482,0.077,0.559,0.574,0.261,0.436,9
445,HD 126525,b,HD 126525 b,Radial Velocity,0,1,960.41,1.837,0.035,,0.237,Msini,,,0,0,0,0,14h27m32.97s,216.887375,-51d55m59.1s,-51.933086,37.69,37.69,7.847,V (Johnson),7.67,5638,0.9,0.98,6/27/19,0,1,0,0,0,0,4.87E+01,2456161.7,247.506,5.26,,,,0.237,,75.32571,75.32571,,,,,,BJD,,,,,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,2018,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,21,22,http://exoplanet.eu/catalog/hd_126525_b/,,2018-08,HD 126525,HIP 70695,14.45915833,317.624816,8.175663,232.927958,-35.107233,26.53,26.53,-305.2,40.337,307.854,-305.2,40.337,307.854,13.09,4.5,G5 V,4.38,,,-0.1,[Fe/H],9.67,3,0.175,-4.93,,,1,0,1,0,0,0,0,,7.847,8.54,7.475,7.13,6.634,6.287,6.215,6.249,6.188,6.232,6.177,,,,,,,,,,,,21,,0.747,0.71,0.365,0.347,0.072,0.419,0.426,0.217,0.315,17
446,HD 12661,b,HD 12661 b,Radial Velocity,0,2,262.70862,0.84,0.38,,2.43,Msini,,,0,0,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.89,37.89,7.425,V (Johnson),7.247,5645,1.2,1.2,9/6/18,0,1,0,0,0,0,2.22E+01,,,73.6,,,,2.43,,772.3269,772.3269,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2000,<a refstr=FISCHER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551.1107F/abstract target=ref> Fischer et al. 2001 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,65,23,http://exoplanet.eu/catalog/hd_12661_b/,http://exoplanets.org/detail/HD_12661_b,2001-04,HD 12661,HIP 9683,2.07619108,143.063016,-34.582301,37.783654,12.001375,26.39,26.39,-108.2,-173.3,204.3,-108.2,-173.3,204.3,-47.3,5,K0,4.36,,,0.36,[Fe/H],,1.3,0.15,-5.08,,,9,0,1,8,0,3,3,,7.425,8.156,,,6.182,5.896,5.861,5.794,5.732,5.846,5.783,,,,,,,,,,,,13,,0.731,,,0.286,0.035,0.321,,,,5
447,HD 12661,c,HD 12661 c,Radial Velocity,0,2,1708,2.8145,0.031,,1.812,Msini,,,0,0,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.89,37.89,7.425,V (Johnson),7.247,5645,1.2,1.2,11/19/14,0,1,0,0,0,0,7.43E+01,,,30.41,,,,1.812,,575.884,575.884,,,,,,,,,,,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,2002,<a refstr=FISCHER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...586.1394F/abstract target=ref> Fischer et al. 2003 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,53,23,http://exoplanet.eu/catalog/hd_12661_c/,http://exoplanets.org/detail/HD_12661_c,2003-04,HD 12661,HIP 9683,2.07619108,143.063016,-34.582301,37.783654,12.001375,26.39,26.39,-108.2,-173.3,204.3,-108.2,-173.3,204.3,-47.3,5,K0,4.36,,,0.36,[Fe/H],,1.3,0.15,-5.08,,,9,0,1,8,0,3,3,,7.425,8.156,,,6.182,5.896,5.861,5.794,5.732,5.846,5.783,,,,,,,,,,,,13,,0.731,,,0.286,0.035,0.321,,,,5
448,HD 126614,b,HD 126614 b,Radial Velocity,0,1,1244,2.37,0.41,,0.41,Msini,,,0,0,0,0,14h26m48.28s,216.701172,-05d10m40.0s,-5.17778,73.25,73.25,8.788,V (Johnson),8.619,5568,1.26,1.32,9/6/18,0,1,0,0,0,0,3.24E+01,,,7.3,,,,0.41,,130.3103,130.3103,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2009,<a refstr=HOWARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1467H/abstract target=ref> Howard et al. 2010 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,34,20,http://exoplanet.eu/catalog/hd_126614_b/,http://exoplanets.org/detail/HD_126614_A_b,2010-10,HD 126614 A,HIP 70623,14.44674479,342.012778,50.315234,216.086677,8.856408,13.65,13.65,-149.9,-145.9,209.2,-149.9,-145.9,209.2,-33.1,4.8,G8 IV,4.3,,,0.54,[Fe/H],,1.5,0.142,-5.14,,,1,0,1,0,0,3,1,,8.788,9.662,,,7.47,7.16,7.06,6.894,7.053,7.025,7.073,,,,,,,,,,,,13,,0.874,,,0.31,0.1,0.41,,,,5
449,HD 128311,b,HD 128311 b,Radial Velocity,0,2,453.019,1.084,0.303,30,1.769,Msini,,,0,0,0,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,16.52,16.34,7.51,V (Johnson),7.167,,0.83,0.76,6/25/15,0,1,0,0,0,0,6.56E+01,2450198.691,57.864,55.627,,,,1.769,,562.24127,562.24127,,,,,,JD,,,,,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,2002,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,80,33,http://exoplanet.eu/catalog/hd_128311_b/,http://exoplanets.org/detail/HD_128311_b,2003-01,HD 128311,HIP 71395,14.60015564,2.729702,59.837362,213.22891,23.706316,60.53,61.21,204.4,-250.4,323.2,204.4,-250.4,323.2,-9.6,5,K0 V,4.61,,,,,0.96,3.65,0.7,,28.52,,4,0,1,3,0,4,3,,7.51,8.55,6.88,6.711,5.772,5.303,5.142,5.182,5.026,5.179,5.13,,,,,5.19E+00,3.92E+00,,4.52E+00,3.47E+00,1.18E+00,-9.16E-01,28,,0.94,,,0.469,0.161,0.63,,,,7
450,HD 128311,c,HD 128311 c,Radial Velocity,0,2,921.538,1.74,0.159,55.95,3.789,Mass,,,0,0,0,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,16.52,16.34,7.51,V (Johnson),7.167,,0.83,0.76,6/25/15,0,1,0,1,0,0,1.05E+02,2449565.615,15.445,74.799,,,3.789,3.125,1204.25787,993.21875,1204.25787,,,,,,JD,,,,,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,2005,<a refstr=VOGT_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...632..638V/abstract target=ref> Vogt et al. 2005 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,74,33,http://exoplanet.eu/catalog/hd_128311_c/,http://exoplanets.org/detail/HD_128311_c,2005-10,HD 128311,HIP 71395,14.60015564,2.729702,59.837362,213.22891,23.706316,60.53,61.21,204.4,-250.4,323.2,204.4,-250.4,323.2,-9.6,5,K0 V,4.61,,,,,0.96,3.65,0.7,,28.52,,4,0,1,3,0,4,3,,7.51,8.55,6.88,6.711,5.772,5.303,5.142,5.182,5.026,5.179,5.13,,,,,5.19E+00,3.92E+00,,4.52E+00,3.47E+00,1.18E+00,-9.16E-01,28,,0.94,,,0.469,0.161,0.63,,,,7
451,HD 128356,b,HD 128356 b,Radial Velocity,0,1,298.2,0.87,0.57,,0.89,Msini,,,0,0,0,0,14h37m04.89s,219.270355,-25d48m09.2s,-25.802563,26.03,,8.29,V (Johnson),,4875,0.65,0.85,11/10/16,0,1,0,0,0,0,3.34E+01,,84.22,36.9,,,,0.89,,282.8687,282.8687,,,,,,,,,,,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,2016,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,17,16,http://exoplanet.eu/catalog/hd_128356_b/,,,HD 128356,HIP 71481,14.61802368,330.871809,31.275279,224.959091,-9.943193,38.41,,-19.3,-137.9,139.2,,,,,5.3,K3 V,4.52,-0.444,,0.17,[Fe/H],10,1.3,,,,,1,0,1,0,0,3,0,,8.29,8.96,,,6.549,6.106,5.997,5.959,5.944,6.004,5.937,,,,,,,,,,,,15,,1.017,,,0.443,0.109,0.552,,,,7
452,HD 129445,b,HD 129445 b,Radial Velocity,0,1,1840,2.9,0.7,,1.6,Msini,,,0,0,0,0,14h46m03.07s,221.512772,-68d45m45.9s,-68.762749,67.57,67.57,8.8,V (Johnson),8.618,,0.99,,1/31/19,0,1,0,0,0,0,4.29E+01,2453093,163,38,,,,1.6,,508.507,508.507,,,,,,,,,,,<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>,2009,<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>,Ground,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,3,0,16,15,http://exoplanet.eu/catalog/hd_129445_b/,,2010-03,HD 129445,HIP 72203,14.76751811,313.038172,-8.170266,245.34836,-49.435593,14.8,14.8,-197.8,-57.3,205.9,-197.8,-57.3,205.9,7.5,4.6,G6 V,,,,0.25,[Fe/H],,3,,,,,2,0,1,1,0,3,0,,8.8,9.573,,,7.531,7.243,7.167,7.096,7.151,7.14,7.212,,,,,,,,,,,,14,,0.756,,,0.288,0.076,0.364,0.462,0.284,0.396,9
